pm25,temperature,humidity,create_at
0,20.65999984741211,68.51000213623047,1732083811475
0,20.65999984741211,68.51000213623047,1732083823857
0,20.65999984741211,68.51000213623047,1732083826980
0,20.65999984741211,68.51000213623047,1732083829910
0,20.65999984741211,68.51000213623047,1732083832927
0,20.65999984741211,68.51000213623047,1732083835946
0,20.65999984741211,68.51000213623047,1732083838967
0,20.65999984741211,68.51000213623047,1732083841986
0,20.65999984741211,68.51000213623047,1732083845005
0,20.65999984741211,68.51000213623047,1732083848023
0,20.540000915527344,68.19000244140625,1732083851041
0,20.540000915527344,68.19000244140625,1732083854116
0,20.540000915527344,68.19000244140625,1732083857079
0,20.540000915527344,68.19000244140625,1732083860098
0,20.540000915527344,68.19000244140625,1732083863114
0,20.540000915527344,68.19000244140625,1732083866131
0,20.540000915527344,68.19000244140625,1732083869149
0,20.540000915527344,68.19000244140625,1732083872168
0,20.540000915527344,68.19000244140625,1732083875190
0,20.540000915527344,68.19000244140625,1732083878207
0,20.540000915527344,68.19000244140625,1732083881233
0,20.540000915527344,68.19000244140625,1732083884242
0,20.540000915527344,68.19000244140625,1732083887259
0,20.540000915527344,68.19000244140625,1732083890274
0,20.540000915527344,68.19000244140625,1732083893298
0,20.540000915527344,68.19000244140625,1732083896315
0,20.540000915527344,68.19000244140625,1732083899332
0,20.540000915527344,68.19000244140625,1732083902356
0,20.540000915527344,68.19000244140625,1732083905368
0,20.31999969482422,68.75,1732083908445
0,20.31999969482422,68.75,1732083911411
0,20.31999969482422,68.75,1732083914427
0,20.31999969482422,68.75,1732083917452
0,20.31999969482422,68.75,1732083920470
0,20.31999969482422,68.75,1732083923499
0,20.31999969482422,68.75,1732083926514
0,20.31999969482422,68.75,1732083929532
0,20.31999969482422,68.75,1732083932553
0,20.31999969482422,68.75,1732083935580
0,20.31999969482422,68.75,1732083938883
0,20.31999969482422,68.75,1732083941617
0,20.31999969482422,68.75,1732083944634
0,20.31999969482422,68.75,1732083947655
0,20.31999969482422,68.75,1732083950671
0,20.31999969482422,68.75,1732083953691
0,20.31999969482422,68.75,1732083956714
0,20.31999969482422,68.75,1732083959737
0,20.31999969482422,68.75,1732083962753
0,20.31999969482422,68.75,1732083966008
0,20.3700008392334,69.0,1732083968789
0,20.3700008392334,69.0,1732083971814
0,20.3700008392334,69.0,1732083974836
0,20.3700008392334,69.0,1732083977852
0,20.3700008392334,69.0,1732083980869
0,20.3700008392334,69.0,1732083983887
0,20.3700008392334,69.0,1732083986903
0,20.3700008392334,69.0,1732083989923
0,20.3700008392334,69.0,1732083993133
0,20.3700008392334,69.0,1732083995953
0,20.3700008392334,69.0,1732083998975
0,20.3700008392334,69.0,1732084001997
0,20.3700008392334,69.0,1732084005015
0,20.3700008392334,69.0,1732084008029
0,20.3700008392334,69.0,1732084011044
0,20.3700008392334,69.0,1732084014064
0,20.3700008392334,69.0,1732084017089
0,20.3700008392334,69.0,1732084020261
0,20.3700008392334,69.0,1732084023125
0,20.3700008392334,69.0,1732084026140
0,20.3700008392334,69.0,1732084029155
0,20.25,68.83999633789062,1732084032181
